entry,month,day,year,year_day,date,high_temp_F,low_temp_F,relative_humidity,soil_temp_F,wind_speed_mph,solar_langley,precip_in,ET_in,location
265,9,22,2017,265,9/22/17,95.72,73.904,61.303,77.985,11.232,386.964,0,0.326,Memphis
266,9,23,2017,266,9/23/17,90.896,68.252,63.452,77.697,8.569,386.057,0,0.26,Memphis
267,9,24,2017,267,9/24/17,90.104,61.664,75.021,74.973,7.285,265.149,1.02,0.177,Memphis
268,9,25,2017,268,9/25/17,63.428,55.922,99.529,67.386,5.714,47.956,1.02,0.006,Memphis
269,9,26,2017,269,9/26/17,64.706,52.574,86.038,65.148,5.351,248.314,0,0.077,Memphis
270,9,27,2017,270,9/27/17,72.86,44.744,74.956,63.72,1.78,335.722,0,0.102,Memphis
271,9,28,2017,271,9/28/17,77.36,44.618,66.271,64.348,1.846,411.823,0,0.134,Memphis
272,9,29,2017,272,9/29/17,79.502,46.868,63.385,66.024,2.916,398.083,0,0.153,Memphis
273,9,30,2017,273,9/30/17,77.792,58.064,56.175,66.418,8.8,209.563,0,0.203,Memphis
274,10,1,2017,274,10/1/17,81.68,56.912,60.467,66.839,12.609,230.995,0.07,0.246,Memphis
275,10,2,2017,275,10/2/17,82.724,60.134,73.632,66.661,10.153,113.798,0.65,0.151,Memphis
276,10,3,2017,276,10/3/17,76.082,57.02,84.247,66.465,6.29,57.644,0.24,0.06,Memphis
277,10,4,2017,277,10/4/17,68.648,51.422,68.031,62.724,5.303,240.693,0,0.114,Memphis
278,10,5,2017,278,10/5/17,65.012,57.398,95.859,63.274,3.459,37.86,1.01,0.009,Memphis
279,10,6,2017,279,10/6/17,68.594,56.48,99.968,64.233,6.471,27.204,0.68,0.005,Memphis
280,10,7,2017,280,10/7/17,72.86,50.504,80.194,62.719,6.994,275.383,0.31,0.117,Memphis
281,10,8,2017,281,10/8/17,77.666,49.712,65.839,61.994,4.812,367.982,0,0.157,Memphis
282,10,9,2017,282,10/9/17,57.398,40.766,63.567,56.379,14.415,75.594,0,0.129,Memphis
283,10,10,2017,283,10/10/17,49.892,36.86,80.962,52.16,8.341,123.66,0.509,0.058,Memphis
284,10,11,2017,284,10/11/17,64.076,29.93,66.17,52.264,3.431,380.693,0,0.115,Memphis
285,10,12,2017,285,10/12/17,69.008,45.698,82.109,55.555,7.443,327.143,0,0.116,Memphis
286,10,13,2017,286,10/13/17,59.108,52.394,83.584,57.125,7.345,57,0,0.045,Memphis
287,10,14,2017,287,10/14/17,57.884,47.57,92.714,57.184,7.296,14.225,0.1,0.016,Memphis
288,10,15,2017,288,10/15/17,61.052,36.806,64.21,54.583,6.852,352.192,0,0.135,Memphis
289,10,16,2017,289,10/16/17,74.426,32.612,56.026,54.026,5.396,347.341,0,0.177,Memphis
290,10,17,2017,290,10/17/17,73.454,43.448,60.748,56.983,3.714,332.307,0,0.131,Memphis
291,10,18,2017,291,10/18/17,79.304,44.78,62.551,58.178,4.488,319.644,0,0.151,Memphis
292,10,19,2017,292,10/19/17,79.682,39.056,69.757,58.882,4.761,320.624,0,0.15,Memphis
293,10,20,2017,293,10/20/17,79.124,53.672,69.824,60.969,13.053,227.829,0,0.193,Memphis
294,10,21,2017,294,10/21/17,74.75,45.158,71.487,62.884,11.877,102.238,0,0.162,Memphis
295,10,22,2017,295,10/22/17,70.898,36.446,51.332,58.252,4,325.648,0,0.14,Memphis
296,10,23,2017,296,10/23/17,64.994,43.952,47.695,56.657,11.217,245.086,0,0.219,Memphis
297,10,24,2017,297,10/24/17,55.616,34.736,48.538,54.132,12.706,332.654,0,0.198,Memphis
298,10,25,2017,298,10/25/17,74.192,32.972,49.084,54.261,4.591,296.925,0,0.161,Memphis
299,10,26,2017,299,10/26/17,61.79,36.626,57.611,53.97,13.844,199.827,0,0.177,Memphis
300,10,27,2017,300,10/27/17,37.166,24.8,59.443,48.719,11.858,141.34,0,0.094,Memphis
301,10,28,2017,301,10/28/17,51.908,18.05,41.495,45.697,3.926,344.281,0,0.109,Memphis
302,10,29,2017,302,10/29/17,67.298,30.416,47.289,48.379,6.087,191.019,0,0.154,Memphis
303,10,30,2017,303,10/30/17,48.182,31.01,46.509,49.165,12.046,157.942,0,0.161,Memphis
304,10,31,2017,304,10/31/17,37.058,18.464,78.093,43.355,5.448,109.34,0,0.034,Memphis
305,11,1,2017,305,11/1/17,50.018,29.552,78.108,44.41,7.131,139.507,0,0.058,Memphis
306,11,2,2017,306,11/2/17,53.798,31.568,76.429,47.466,8.663,234.296,0,0.086,Memphis
307,11,3,2017,307,11/3/17,46.958,26.078,69.963,46.348,5.568,238.785,0,0.067,Memphis
308,11,4,2017,308,11/4/17,54.158,41.684,78.43,49.41,2.43,143.26,0,0.036,Memphis
309,11,5,2017,309,11/5/17,46.238,29.192,62.266,49.206,10.353,237.701,0,0.112,Memphis
310,11,6,2017,310,11/6/17,42.386,23.036,62.859,45.636,5.348,255.522,0,0.069,Memphis
311,11,7,2017,311,11/7/17,43.682,22.01,62.097,44.291,4.804,162.843,0,0.062,Memphis
312,11,8,2017,312,11/8/17,51.962,16.16,64.318,42.436,4.372,282.795,0,0.081,Memphis
313,11,9,2017,313,11/9/17,37.976,22.676,59.014,42.28,9.698,264.715,0,0.09,Memphis
314,11,10,2017,314,11/10/17,35.888,18.842,54.409,38.535,10.603,73.476,0,0.088,Memphis
315,11,11,2017,315,11/11/17,44.24,35.654,77.217,42.373,5.428,27.734,0,0.032,Memphis
316,11,12,2017,316,11/12/17,50.018,27.554,77.623,45.183,3.453,263.492,0,0.048,Memphis
317,11,13,2017,317,11/13/17,44.726,25.718,94.369,41.943,7.186,40.701,0,0.015,Memphis
318,11,14,2017,318,11/14/17,54.644,43.754,96.882,47.02,6.21,20.657,0,0.005,Memphis
319,11,15,2017,319,11/15/17,51.962,23.288,70.075,46.533,7.125,253.199,0,0.085,Memphis
320,11,16,2017,320,11/16/17,48.794,18.176,66.541,41.928,7.733,250.765,0,0.092,Memphis
321,11,17,2017,321,11/17/17,63.788,41.378,73.661,47.304,8.488,68.18,0,0.087,Memphis
322,11,18,2017,322,11/18/17,49.532,24.566,75.43,45.449,11.779,213.447,0,0.091,Memphis
323,11,19,2017,323,11/19/17,55.202,18.716,60.81,40.359,5.46,244.661,0,0.095,Memphis
324,11,20,2017,324,11/20/17,60.512,31.496,49.407,41.373,6.189,188.385,0,0.122,Memphis
325,11,21,2017,325,11/21/17,43.16,14.27,57.136,40.447,10.198,244.715,0,0.107,Memphis
326,11,22,2017,326,11/22/17,42.584,9.644,58.053,35.833,5.848,223.884,0,0.073,Memphis
327,11,23,2017,327,11/23/17,66.146,26.15,63.04,40.632,3.114,205.55,0,0.08,Memphis
328,11,24,2017,328,11/24/17,72.428,34.664,54.221,46.437,9.772,217.023,0,0.203,Memphis
329,11,25,2017,329,11/25/17,60.08,23.882,69.458,43.648,3.312,226.591,0,0.065,Memphis
330,11,26,2017,330,11/26/17,63.05,30.902,68.82,43.03,2.381,160.311,0,0.054,Memphis
331,11,27,2017,331,11/27/17,71.816,34.484,61.928,44.451,6.683,163.918,0,0.133,Memphis
332,11,28,2017,332,11/28/17,56.174,26.078,50.379,46.137,10.392,170.948,0,0.159,Memphis
333,11,29,2017,333,11/29/17,51.548,16.574,51.107,40.632,5.069,211.848,0,0.091,Memphis
334,11,30,2017,334,11/30/17,56.426,25.286,48.568,40.569,5.112,227.064,0,0.1,Memphis
335,12,1,2017,335,12/1/17,58.55,27.842,48.712,40.12,5.858,212.114,0,0.112,Memphis
336,12,2,2017,336,12/2/17,57.812,20.3,51.319,40.297,2.628,217.92,0,0.071,Memphis
337,12,3,2017,337,12/3/17,60.692,29.444,74.304,41.205,5.976,144.443,0,0.072,Memphis
338,12,4,2017,338,12/4/17,60.746,26.762,72.127,46.191,15.328,159.454,0,0.128,Memphis
339,12,5,2017,339,12/5/17,44.528,21.812,44.532,39.37,12.465,225.557,0,0.145,Memphis
340,12,6,2017,340,12/6/17,44.474,17.132,69.282,38.967,12.788,148.637,0,0.087,Memphis
341,12,7,2017,341,12/7/17,27.302,10.238,66.611,33.499,7.322,228.456,0,0.043,Memphis
342,12,8,2017,342,12/8/17,35.834,17.258,78.235,32.584,5.911,85.826,0,0.03,Memphis
343,12,9,2017,343,12/9/17,38.192,20.534,72.896,33.279,6.819,216.175,0,0.044,Memphis
344,12,10,2017,344,12/10/17,55.742,23.954,51.079,34.351,4.588,188.542,0,0.086,Memphis
345,12,11,2017,345,12/11/17,49.532,24.368,55.601,36.727,12.784,91.08,0,0.132,Memphis
346,12,12,2017,346,12/12/17,46.598,9.392,72.153,34.431,4.268,174.922,0,0.051,Memphis
347,12,13,2017,347,12/13/17,51.476,26.69,51.914,37.576,12.499,206.936,0,0.148,Memphis
348,12,14,2017,348,12/14/17,41.252,32.108,66.644,39.578,5.757,98.191,0,0.049,Memphis
349,12,15,2017,349,12/15/17,48.668,26.636,63.113,38.871,8.42,176.154,0,0.086,Memphis
350,12,16,2017,350,12/16/17,54.104,23.396,54.914,38.266,5.687,207.65,0,0.09,Memphis
351,12,17,2017,351,12/17/17,36.5,23.756,85.917,38.177,5.083,149.253,0,0.018,Memphis
352,12,18,2017,352,12/18/17,58.064,16.646,62.708,36.973,6.896,203.63,0,0.109,Memphis
353,12,19,2017,353,12/19/17,47.822,25.232,55.339,38.56,7.607,225.042,0,0.093,Memphis
354,12,20,2017,354,12/20/17,44.096,21.524,48.233,36.627,7.505,196.354,0,0.096,Memphis
355,12,21,2017,355,12/21/17,40.532,21.272,83.085,38.373,7.6,3.334,0,0.029,Memphis
356,12,22,2017,356,12/22/17,27.662,15.17,88.596,34.083,2.283,181.017,0,0.009,Memphis
357,12,23,2017,357,12/23/17,21.83,14.99,85.266,31.918,3.616,83.692,0.215,0.009,Memphis
358,12,24,2017,358,12/24/17,19.742,1.58,88.081,32.02,6.057,225.361,0,0.016,Memphis
359,12,25,2017,359,12/25/17,13.478,-3.352,75.039,32.114,6.72,159.829,0,0.019,Memphis
360,12,26,2017,360,12/26/17,5.234,-11.902,76.775,31.903,4.377,223.363,0,0.01,Memphis
361,12,27,2017,361,12/27/17,7.268,-16.294,76.167,31.152,6.216,119.784,0,0.015,Memphis
362,12,28,2017,362,12/28/17,23.45,6.836,78.523,31.349,6.39,199.063,0,0.024,Memphis
363,12,29,2017,363,12/29/17,17.744,6.278,86.483,31.564,10.126,57.461,0,0.016,Memphis
364,12,30,2017,364,12/30/17,7.016,-2.452,73.724,31.251,11.966,131.937,0,0.022,Memphis
365,12,31,2017,365,12/31/17,-2.2,-18.49,75.274,30.521,7.733,203.426,0,0.01,Memphis
366,1,1,2018,1,1/1/18,2.21,-21.946,73.437,29.134,1.878,234.568,0,0.007,Memphis
367,1,2,2018,2,1/2/18,24.962,-15.34,72.439,28.634,8.184,227.167,0,0.053,Memphis
368,1,3,2018,3,1/3/18,24.584,-3.46,76.959,29.634,7.673,221.878,0,0.038,Memphis
369,1,4,2018,4,1/4/18,17.942,-6.124,83.592,28.825,4.506,172.942,0,0.017,Memphis
370,1,5,2018,5,1/5/18,17.276,6.062,77.383,29.342,5.398,147.668,0,0.017,Memphis
371,1,6,2018,6,1/6/18,20.516,4.784,74.396,29.196,7.792,203.124,0,0.03,Memphis
372,1,7,2018,7,1/7/18,37.076,16.61,81.743,29.858,3.301,121.424,0,0.021,Memphis
373,1,8,2018,8,1/8/18,47.732,15.386,84.934,30.309,3.585,216.443,0,0.035,Memphis
374,1,9,2018,9,1/9/18,48.038,31.118,76.177,31.562,7.527,95.572,0,0.051,Memphis
375,1,10,2018,10,1/10/18,52.538,32.45,89.572,32.235,7.813,86.738,0,0.033,Memphis
376,1,11,2018,11,1/11/18,35.978,5.216,75.728,31.909,16.459,143.917,0,0.072,Memphis
377,1,12,2018,12,1/12/18,12.092,-1.012,66.434,27.207,10.096,134.087,0,0.031,Memphis
378,1,13,2018,13,1/13/18,14.846,8.204,68.949,26.389,6.086,103.758,0,0.022,Memphis
379,1,14,2018,14,1/14/18,32.702,12.884,90.049,27.906,9.037,93.931,0,0.026,Memphis
380,1,15,2018,15,1/15/18,18.176,-2.398,70.387,28.489,13.309,238.311,0,0.043,Memphis
381,1,16,2018,16,1/16/18,12.524,-3.928,78.322,26.084,6.545,226.722,0,0.019,Memphis
382,1,17,2018,17,1/17/18,30.866,-3.622,72.502,25.927,6.929,259.019,0,0.054,Memphis
383,1,18,2018,18,1/18/18,41.522,12.47,71.115,27.718,5.975,218.732,0,0.057,Memphis
384,1,19,2018,19,1/19/18,52.358,25.988,63.119,29.427,5.571,170.523,0,0.076,Memphis
385,1,20,2018,20,1/20/18,49.136,19.598,80.784,31.02,2.104,230.36,0,0.036,Memphis
386,1,21,2018,21,1/21/18,40.01,36.104,96.55,32.167,10.025,13.403,0.219,0.003,Memphis
387,1,22,2018,22,1/22/18,36.59,25.628,99.315,32.298,17.568,63.326,0.25,0.003,Memphis
388,1,23,2018,23,1/23/18,26.114,13.064,93.627,32.229,6.959,158.796,0,0.015,Memphis
389,1,24,2018,24,1/24/18,37.922,7.286,88.64,32.215,2.764,261.93,0,0.03,Memphis
390,1,25,2018,25,1/25/18,45.176,14.846,73.045,32.183,4.164,256.504,0,0.053,Memphis
391,1,26,2018,26,1/26/18,48.164,31.892,69.319,32.167,10.2,241.999,0,0.095,Memphis
392,1,27,2018,27,1/27/18,43.214,24.098,77.839,32.211,4.659,264.272,0,0.047,Memphis
393,1,28,2018,28,1/28/18,30.938,12.092,82.634,32.229,10.794,125.97,0,0.042,Memphis
394,1,29,2018,29,1/29/18,25.484,7.664,79.744,30.608,4.417,283.97,0,0.029,Memphis
395,1,30,2018,30,1/30/18,45.896,19.598,58.616,30.036,10.397,211.079,0,0.12,Memphis
396,1,31,2018,31,1/31/18,41.414,29.768,75.772,31.705,6.346,98.51,0,0.043,Memphis
397,2,1,2018,32,2/1/18,30.668,5.396,68.64,29.886,10.796,305.617,0,0.075,Memphis
398,2,2,2018,33,2/2/18,35.366,3.74,64.232,27.457,7.994,195.49,0,0.073,Memphis
399,2,3,2018,34,2/3/18,52.61,23.18,49.513,30.343,10.413,151.555,0,0.156,Memphis
400,2,4,2018,35,2/4/18,23.36,-2.398,72.72,30.451,11.647,278.415,0,0.056,Memphis
401,2,5,2018,36,2/5/18,16.718,-0.454,82.297,26.648,8.397,132.966,0.14,0.022,Memphis
402,2,6,2018,37,2/6/18,10.076,-6.628,79.872,28.521,3.105,152.599,0,0.01,Memphis
403,2,7,2018,38,2/7/18,15.314,-1.678,81.452,29.556,3.847,262.236,0,0.018,Memphis
404,2,8,2018,39,2/8/18,25.196,8.69,83.84,30.169,5.917,236.387,0,0.029,Memphis
405,2,9,2018,40,2/9/18,20.192,6.548,84.081,30.315,15.391,172.433,0,0.03,Memphis
406,2,10,2018,41,2/10/18,9.41,3.38,82.428,30.153,7.157,221.472,0,0.017,Memphis
407,2,11,2018,42,2/11/18,21.47,-1.012,79.129,30.24,2.719,361.251,0,0.027,Memphis
408,2,12,2018,43,2/12/18,19.274,-6.196,72.158,29.944,7.574,292.17,0,0.038,Memphis
409,2,13,2018,44,2/13/18,39.434,17.708,78.467,30.396,6.677,328.87,0,0.061,Memphis
410,2,14,2018,45,2/14/18,44.06,18.374,94.266,30.793,3.665,249.34,0,0.034,Memphis
411,2,15,2018,46,2/15/18,42.134,20.624,86.097,31.632,8.908,144.076,0,0.044,Memphis
412,2,16,2018,47,2/16/18,30.92,10.202,63.706,31.917,8.817,371.384,0,0.079,Memphis
413,2,17,2018,48,2/17/18,46.382,25.322,64.122,32.01,7.113,348.134,0,0.102,Memphis
414,2,18,2018,49,2/18/18,55.598,28.436,64.404,32.1,12.716,260.301,0,0.15,Memphis
415,2,19,2018,50,2/19/18,32.684,20.192,96.524,32.245,7.214,32.379,0,0.007,Memphis
416,2,20,2018,51,2/20/18,21.236,9.608,84.067,32.244,6.675,257.761,0,0.029,Memphis
417,2,21,2018,52,2/21/18,25.142,5.396,71.933,31.683,4.349,328.453,0,0.041,Memphis
418,2,22,2018,53,2/22/18,30.074,20.444,98.249,31.788,5.875,118.946,0,0.011,Memphis
419,2,23,2018,54,2/23/18,28.544,14.846,93.599,31.809,6.292,264.123,0,0.028,Memphis
420,2,24,2018,55,2/24/18,25.934,19.832,96.487,31.969,2.815,77.982,0,0.006,Memphis
421,2,25,2018,56,2/25/18,42.602,29.408,74.534,31.785,2.318,359.141,0,0.061,Memphis
422,2,26,2018,57,2/26/18,54.554,24.656,64.788,31.941,6.399,380.434,0,0.123,Memphis
423,2,27,2018,58,2/27/18,61.232,31.352,67.015,32.373,5.738,371.982,0,0.128,Memphis
424,2,28,2018,59,2/28/18,43.952,27.446,89.052,33.039,9.037,250.37,0,0.054,Memphis
425,3,1,2018,60,3/1/18,46.868,25.016,66.977,34.161,5.271,400.772,0,0.097,Memphis
426,3,2,2018,61,3/2/18,55.418,24.638,58.453,34.975,9.886,384.081,0,0.174,Memphis
427,3,3,2018,62,3/3/18,68.738,37.148,59.038,39.224,13.322,378.439,0,0.238,Memphis
428,3,4,2018,63,3/4/18,62.6,43.538,62.894,41.896,14.691,123.394,0,0.154,Memphis
429,3,5,2018,64,3/5/18,51.944,31.226,76.805,40.7,17.666,170.157,0,0.097,Memphis
430,3,6,2018,65,3/6/18,32.504,24.89,86.981,34.429,18.877,207.177,0,0.045,Memphis
431,3,7,2018,66,3/7/18,33.476,20.264,79.797,33.636,9.939,255.916,0,0.061,Memphis
432,3,8,2018,67,3/8/18,37.922,14.9,74.62,33.887,3.479,403.514,0,0.065,Memphis
433,3,9,2018,68,3/9/18,50.288,25.25,65.062,36.25,7.875,401.335,0,0.131,Memphis
434,3,10,2018,69,3/10/18,50.288,26.78,73.655,36.675,7.375,207.213,0,0.085,Memphis
435,3,11,2018,70,3/11/18,37.076,30.38,90.491,35.883,11.439,56.91,0,0.024,Memphis
436,3,12,2018,71,3/12/18,47.354,21.668,63.753,37.239,6.596,438.147,0,0.122,Memphis
437,3,13,2018,72,3/13/18,46.814,19.958,58.743,37.788,4.861,463.388,0,0.117,Memphis
438,3,14,2018,73,3/14/18,68.792,19.49,40.601,39.16,6.199,455.385,0,0.235,Memphis
439,3,15,2018,74,3/15/18,63.68,30.686,47.604,42.204,11.482,402.847,0.194,0.264,Memphis
440,3,16,2018,75,3/16/18,46.814,32.378,84.322,39.672,16.743,17.605,0.49,0.045,Memphis
441,3,17,2018,76,3/17/18,38.732,32.45,93.366,37.871,4.314,79.426,0,0.014,Memphis
442,3,18,2018,77,3/18/18,40.55,35.078,93.491,39.071,4.737,68.207,0.496,0.013,Memphis
443,3,19,2018,78,3/19/18,46.076,34.394,89.969,39.388,11.832,102.036,0.124,0.041,Memphis
444,3,20,2018,79,3/20/18,39.65,30.38,90.754,38.496,7.243,85.505,0,0.023,Memphis
445,3,21,2018,80,3/21/18,53.708,24.044,75.6,40.562,3.984,465.999,0,0.109,Memphis
446,3,22,2018,81,3/22/18,65.372,41.396,55.945,44.81,8.085,366.465,0.192,0.193,Memphis
447,3,23,2018,82,3/23/18,55.904,41.216,72.579,44.555,16.415,213.744,0.573,0.125,Memphis
448,3,24,2018,83,3/24/18,41.522,32.324,92.281,41.604,10.497,77.854,0,0.026,Memphis
449,3,25,2018,84,3/25/18,39.452,31.478,91.187,38.006,8.938,47.389,0,0.02,Memphis
450,3,26,2018,85,3/26/18,40.136,37.202,97.269,39.835,6.825,30.446,0,0.004,Memphis
451,3,27,2018,86,3/27/18,52.538,33.422,73.009,42.784,5.79,371.251,0,0.109,Memphis
452,3,28,2018,87,3/28/18,56.75,28.49,78.3,43.665,6.848,371.503,0,0.118,Memphis
453,3,29,2018,88,3/29/18,47.858,30.308,68.087,43.537,11.892,401.023,0,0.149,Memphis
454,3,30,2018,89,3/30/18,59,28.436,58.063,44.389,7.909,462.534,0,0.188,Memphis
455,3,31,2018,90,3/31/18,52.43,24.638,56.51,43.806,15.622,318.348,0,0.184,Memphis
456,4,1,2018,91,4/1/18,35.618,18.806,56.603,38.701,5.948,307.714,0,0.086,Memphis
457,4,2,2018,92,4/2/18,31.784,17.78,92.951,35.939,9.344,166.691,0,0.032,Memphis
458,4,3,2018,93,4/3/18,37.022,16.862,81.536,36.924,13.668,250.418,0,0.073,Memphis
459,4,4,2018,94,4/4/18,43.466,12.65,53.205,37.377,7.27,538.505,0,0.146,Memphis
460,4,5,2018,95,4/5/18,60.08,25.628,49.93,43.463,5.399,461.079,0,0.179,Memphis
461,4,6,2018,96,4/6/18,38.552,14.72,70.676,39.879,12.592,274.092,0,0.101,Memphis
462,4,7,2018,97,4/7/18,40.352,9.122,54.329,39.271,3.476,589.454,0,0.111,Memphis
463,4,8,2018,98,4/8/18,38.066,29.714,63.832,37.892,11.837,94.523,0,0.096,Memphis
464,4,9,2018,99,4/9/18,38.174,26.294,79.153,38.143,6.627,140.318,0,0.049,Memphis
465,4,10,2018,100,4/10/18,65.444,20.642,57.402,42.45,6.184,533.957,0,0.214,Memphis
466,4,11,2018,101,4/11/18,75.614,35.438,54.071,46.647,6.497,212.729,0,0.194,Memphis
467,4,12,2018,102,4/12/18,71.726,41.702,56.91,50.529,12.248,429.312,0,0.281,Memphis
468,4,13,2018,103,4/13/18,76.658,45.968,66.038,55.146,14.996,393.428,0,0.262,Memphis
469,4,14,2018,104,4/14/18,46.148,24.35,95.245,45.996,14.853,69.298,0.03,0.032,Memphis
470,4,15,2018,105,4/15/18,31.352,22.28,80.61,39.529,10.416,266.872,0.03,0.064,Memphis
471,4,16,2018,106,4/16/18,50.54,18.266,67.358,42.059,4.633,557.252,0,0.138,Memphis
472,4,17,2018,107,4/17/18,59.018,26.726,57.663,45.423,11.789,512.429,0,0.244,Memphis
473,4,18,2018,108,4/18/18,41.468,31.892,81.928,43.632,11.972,182.62,0.03,0.07,Memphis
474,4,19,2018,109,4/19/18,57.668,25.142,54.679,46.914,4.097,596.428,0,0.175,Memphis
475,4,20,2018,110,4/20/18,62.672,31.964,44.674,48.387,7.988,396.577,0,0.226,Memphis
476,4,21,2018,111,4/21/18,52.916,47.12,44.276,47.721,5.496,60.471,0,0.108,Memphis
477,4,22,2018,112,4/22/18,69.71,40.856,41.906,51.418,6.516,485.673,0,0.25,Memphis
478,4,23,2018,113,4/23/18,73.85,34.52,34.482,55.295,3.351,593.869,0,0.24,Memphis
479,4,24,2018,114,4/24/18,72.878,36.284,63.999,54.737,6.891,375.862,0.04,0.202,Memphis
480,4,25,2018,115,4/25/18,60.17,40.262,72.085,52.285,6.978,356.059,0.11,0.139,Memphis
481,4,26,2018,116,4/26/18,68.918,33.746,52.987,52.511,8.054,519.328,0,0.258,Memphis
482,4,27,2018,117,4/27/18,78.422,31.064,37.835,55.176,10.057,607.684,0,0.412,Memphis
483,4,28,2018,118,4/28/18,66.254,36.284,46.687,56.946,6.39,622.931,0,0.255,Memphis
484,4,29,2018,119,4/29/18,75.308,45.302,42.922,57.327,15.866,536.377,0,0.373,Memphis
485,4,30,2018,120,4/30/18,84.65,61.322,44.113,61.013,20.29,454.168,0,0.392,Memphis
486,5,1,2018,121,5/1/18,81.896,59.864,68.086,62.836,11.458,256.064,0,0.229,Memphis
487,5,2,2018,122,5/2/18,62.366,49.856,95.673,58.476,8.739,73.757,0.43,0.028,Memphis
488,5,3,2018,123,5/3/18,64.616,49.064,96.697,56.152,8.261,114.993,0.139,0.038,Memphis
489,5,4,2018,124,5/4/18,77.576,49.676,52.101,59.942,5.538,505.667,0,0.248,Memphis
490,5,5,2018,125,5/5/18,84.092,46.832,53.171,59.953,4.491,340.054,0.09,0.212,Memphis
491,5,6,2018,126,5/6/18,82.688,50.594,51.267,62.917,6.645,585.002,0,0.308,Memphis
492,5,7,2018,127,5/7/18,82.382,45.734,38.879,64.452,5.779,619.655,0,0.326,Memphis
493,5,8,2018,128,5/8/18,85.316,59.306,50.528,66.918,7.919,448.09,0,0.305,Memphis
494,5,9,2018,129,5/9/18,83.66,55.652,51.103,67.809,8.536,571.832,0,0.341,Memphis
495,5,10,2018,130,5/10/18,81.176,52.25,53.46,68.449,10.256,562.669,0,0.351,Memphis
496,5,11,2018,131,5/11/18,67.352,47.066,80.474,63.705,11.521,227.06,0.35,0.136,Memphis
497,5,12,2018,132,5/12/18,58.766,49.55,90.94,59.143,9.914,126.395,0.03,0.052,Memphis
498,5,13,2018,133,5/13/18,76.91,52.664,87.192,61.226,7.786,365.176,0,0.15,Memphis
499,5,14,2018,134,5/14/18,75.02,58.46,85.417,64.257,7.007,365.626,0.06,0.143,Memphis
500,5,15,2018,135,5/15/18,76.91,54.68,74.441,66.966,4.619,429.121,0,0.173,Memphis
501,5,16,2018,136,5/16/18,83.858,51.512,59.137,69.6,3.603,545.411,0,0.236,Memphis
502,5,17,2018,137,5/17/18,84.83,53.888,55.553,71.445,6.273,581.738,0,0.299,Memphis
503,5,18,2018,138,5/18/18,80.006,57.002,65.847,68.856,6.163,281.121,0,0.177,Memphis
504,5,19,2018,139,5/19/18,68.396,54.32,83.968,64.193,8.6,151.028,0.04,0.088,Memphis
505,5,20,2018,140,5/20/18,57.362,53.708,96.98,60.488,7.234,69.554,0.22,0.017,Memphis
506,5,21,2018,141,5/21/18,77.702,53.582,77.29,63.315,4.466,439.012,0,0.171,Memphis
507,5,22,2018,142,5/22/18,86.468,57.236,74.348,65.832,7.838,317.203,0.11,0.203,Memphis
508,5,23,2018,143,5/23/18,90.446,63.518,60.186,70.789,8.251,493.734,0,0.314,Memphis
509,5,24,2018,144,5/24/18,90.374,67.244,63.612,73.356,8.027,446.204,0,0.283,Memphis
510,5,25,2018,145,5/25/18,95.018,63.824,52.99,75.377,4.577,536.38,0,0.296,Memphis
511,5,26,2018,146,5/26/18,97.88,60.962,45.194,76.881,3.11,603.607,0,0.298,Memphis
512,5,27,2018,147,5/27/18,98.186,68.216,45.636,77.793,5.197,560.177,0,0.326,Memphis
513,5,28,2018,148,5/28/18,95.072,64.994,57.191,77.91,3.532,535.639,0,0.268,Memphis
514,5,29,2018,149,5/29/18,85.082,63.95,80.903,73.593,4.278,290.645,1.02,0.135,Memphis
515,5,30,2018,150,5/30/18,83.624,62.366,75.399,73.423,5.28,588.579,0,0.239,Memphis
516,5,31,2018,151,5/31/18,91.49,60.962,62.02,75.172,3.028,622.255,0,0.266,Memphis
517,6,1,2018,152,6/1/18,92.822,63.644,54.693,76.651,7.937,629.071,0.43,0.375,Memphis
518,6,2,2018,153,6/2/18,77.522,58.514,66.506,72.659,10.198,639.711,0.49,0.309,Memphis
519,6,3,2018,154,6/3/18,80.51,53.348,51.959,72.003,5.764,661.5,0,0.303,Memphis
520,6,4,2018,155,6/4/18,78.494,54.374,63.016,71.904,6.373,485.302,0,0.236,Memphis
521,6,5,2018,156,6/5/18,90.446,59.432,64.159,75.865,5.074,631.952,0,0.295,Memphis
522,6,6,2018,157,6/6/18,93.794,66.452,65.056,79.188,6.059,514.174,0,0.283,Memphis
523,6,7,2018,158,6/7/18,83.39,65.768,72.411,76.707,5.336,354.353,0,0.178,Memphis
524,6,8,2018,159,6/8/18,88.862,62.906,71.981,78.426,3.684,531.051,0,0.226,Memphis
525,6,9,2018,160,6/9/18,92.156,66.254,66.131,79.882,6.351,528.134,0.11,0.283,Memphis
526,6,10,2018,161,6/10/18,88.322,70.358,67.079,79.51,10.003,536.34,0.01,0.316,Memphis
527,6,11,2018,162,6/11/18,89.96,66.938,75.684,77.855,8.596,345.692,0.41,0.217,Memphis
528,6,12,2018,163,6/12/18,81.788,62.6,82.099,76.32,4.481,509.555,0,0.191,Memphis
529,6,13,2018,164,6/13/18,81.122,56.39,60.717,76.183,5.867,576.21,0,0.266,Memphis
530,6,14,2018,165,6/14/18,89.654,67.964,67.329,79.004,10.666,577.934,0,0.342,Memphis
